Numer VIN,Model,Rok produkcji,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Stan techniczny,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,Cena,Lokalizacja,Województwo,Tytuł,Rodzaj ogłoszenia,Znalezione o,Link,ID,Producent,Opis
,A6,2018,Diesel,Sedan,139000,Szary,3000,Nieuszkodzony,Automatyczna,Niemcy,326,4x4 (stały),po lewej,"124900
donegocjacji",Udorpie,Pomorskie,Audi A6 C7 Competiton V6T 3.0 Tdi Sedan Bose Nardo Matrix Radar,Prywatne,2025-04-19 18:19:30.318147,https://www.olx.pl/d/oferta/audi-a6-c7-competiton-v6t-3-0-tdi-sedan-bose-nardo-matrix-radar-CID5-ID15r1qI.html,996454868,Audi,"Ogłoszenie Prywatne

Witam Posiadam na sprzedaż Audi A6 C7 w wersji Competition oraz nadwoziu Sedan
Silnik 3.0 Tdi biturbo 326 koni
Skrzynia biegów ZF8HP

Samochód w bardzo dobrym stanie Technicznym i wizualnym wszystkie naprawy oraz serwisy wykonywane na bieżąco .
Samochód sprawuje się bez najmniejszych kłopotów

Z wyposażenia między innymi :
-Światła Matrix z pływającymi kierunkowskazami
-Sline środek i zewnątrz
-Podwójne szyby plus szyba akustyczna czołowa
-Duże mmi
- Apple CarPlay ,Android auto
-Kierownica ścięta
-Wszystkie możliwe asystenty kierowcy [asystent pasa,martwego pola,tempomat aktywny itd]
-Zawieszenie pneumatyczne
-Elektryczna klapa
-Fotele elektrycznie regulowane z pamięcią
-Czterostrefowa automatyczna klimatyzacja
-Nagłośnienie bose
-Czujnik deszczu zmierzchu
-Kamera cofania
-Sportowy układ hamulcowy
-Oryginalne kute 20 calowe felgi Competition z oponami Michelin Pilot Sport 4s

Więcej informacji pod numerem tel"
,GL Klasa,2016,Diesel,SUV,188000,Biały,2200,Nieuszkodzony,Automatyczna,Włochy,136,Na przednie koła,po lewej,"75000
donegocjacji",Oborniki,Wielkopolskie,"Mercedes GLA 200CDI 2,2 Cdi pakiet AMG",Prywatne,2025-04-19 18:19:36.252399,https://www.olx.pl/d/oferta/mercedes-gla-200cdi-2-2-cdi-pakiet-amg-CID5-ID14yanE.html,983381234,Mercedes-Benz,"Sprzedam Mercedesa GLA200 CDI poj.2.2cdi [136km] z 2016r. Pakiet AMG zewnątrz i wewnątrz!!!

Przebieg 188000, bezwypadkowy, 2 kluczyki

Auto prywatne, sprzedaż na umowę kupna sprzedaży.

OC i przegląd aktualne.

Wyposażenie

ABS

Wspomaganie kierownicy

Regulacja wysokości kierownicy

Poduszki powietrzne

Czujnik deszczu

Centralny zamek

Elektryczne szyby

Elektryczne lusterka

Światła do jazdy dziennej

Światła przeciwmgielne

Czujniki parkowania przód i tył

Kamera cofania

Tempomat

7 biegowa dwusprzęgłowa skrzynia biegów

Skórzana wielofunkcyjna kierownica

Radio CD USB Bluetooth z możliwością rozmów

Nawigacja

Kontrola trakcji

ISOFIX

Pół skórzana obszywana tapicerka

Łopatki do zmiany biegów

Podświetlany próg drzwi

Podłokietnik

Kontrola ciśnienia w oponach

Alufelgi AMG 19 cali latowe w komplecie

Ochrona pieszych - aktywna maska silnika

Kontakt xxx661xxx790xxx750xxx"
VF1Kz1S0643430969,Megane,2010,Diesel,Kombi,231000,Srebrny,1900,Nieuszkodzony,Manualna,Polska,130,Na przednie koła,po lewej,"14900
donegocjacji",Puck,Pomorskie,"Renault Megane III, bardzo zadbana. 1,9 DCi",Prywatne,2025-04-19 18:19:37.719815,https://www.olx.pl/d/oferta/renault-megane-iii-bardzo-zadbana-1-9-dci-CID5-ID15q6dT.html,996234965,Renault,"Witam
Na sprzedaż bardzo zadbana Renualt Megane III,
Auto ostatnio 4lata u jednego właściciela, przejechało okolo 25tys kilometrów. przez ten czas zrobiono wiele rzeczy takich jak:
-nowe tarcze i klocki
-kompletny rozrząd
-łożyska w kołach
-linka hamulca pomocniczego
-koło pasowe wału
-pełen serwis klimatyzacji
-regeneracja wtrysków
-czyszczenie filtra DPF
-nowy akumulator
-nowy alternator
-nowa pompa ABS wraz z przewodami i płynem
-nowe folie przyciemniające szyby tylne (jeszcze 3 lata gwarancji)
Na wszytskie naprawy posiadam rachunki i wpisy w ksiażeczce serwisowej.
Auto aktualnie stoi na alufelgach 16” z nowymi oponami zimowymi.
Posiadam również koła 19” wraz z nowymi oponami letnimi. Opony są po jednym sezonie.
Moge sprzedać auto bez drugiego kompletu kół 19” (cena -2500)

Auto bardzo zadbane, jeżdziła nim osoba niepaląca.

Po więcej informacji zapraszam do kontaktu telefonicznego."
,Impreza,2004,Benzyna,Sedan,160000,Srebrny,1998,Nieuszkodzony,Manualna,Polska,300,4x4 (stały),,"69999
donegocjacji",Kurzętnik,Warmińsko-mazurskie,Subaru wrx sti kjs rajd 300km**zamiana,Prywatne,2025-04-19 18:19:42.332987,https://www.olx.pl/d/oferta/subaru-wrx-sti-kjs-rajd-300kmzamiana-CID5-ID15pcQ2.html,996022066,Subaru,"Witam mam na sprzedaż Subaru wrx z 2004 roku przygotowane do startów w KJS, lecz jeszcze nigdy nie brało w nim udziału z powodu braku czasu. Subaru jest 100% w orginalnym lakierze, rdza jest tylko malutka na tylnym nadkolu ( powierzchowna rdza ) kielichy zdrowe, mocowanie dyfra,progi, podłoga wszystko bardzo zdrowe nawet grama rdzy. Idealna buda przystosowana do startów co w Subaru jest rzadkością. Z modów na ten moment:
*klatka ireco
*mocowania foteli VICARS
*pasy 4pkt
*kubełki z uszami bimarco
*kierownica z nabą
*deska w alctantarze
*auto pakiet STI
*wydech downpipe od początku do końca 2,5 cala
*pompa paliwa 6bar z manometrem
*ostre wałki głowicy
*mapa oraz wystrojenie silnika 300 km wykres z hamowni
*sportowy inercooler STI
*kolektor dolotowy STI (powiększany polerowany)
*nowy akumulator
*miska olejowa powiększana
*dwa smoki oleju
*opony zimowe 95%
*hamulce zregenerowane kompletnie(nowe tłoczki, gumki, prowadnice,klocki, szkiełkowanie zaciski i pomalowane)
Autko sprzedaje nawet nie po kosztach zrobiłem to ponieważ miałem chęć pojeździć na weekendowe pojezdzawki, ale z powodu braku czasu Subaru stoi :(
Wszystkie te rzeczy były kupowane nowe w sklepie, więc tam nic nie jest zużyte,powycierane to wszystko ma zrobione dopiero 500km. Możliwa zamiana, mogłem też o czymś zapomnieć ponieważ dosyć sporo tego było więcej opowiem telefonicznie"
,A6,2008,Diesel,Kombi,255000,Szary,1956,Nieuszkodzony,Manualna,Holandia,170,Na przednie koła,po lewej,"29500
donegocjacji",Busko-Zdrój,Świętokrzyskie,"Audi A6 C6 S Line 2.0TDI 170KM CAHA, Xenon, Aso Zamiana",Prywatne,2025-04-19 18:19:44.502993,https://www.olx.pl/d/oferta/audi-a6-c6-s-line-2-0tdi-170km-caha-xenon-aso-zamiana-CID5-ID15mMzm.html,995444432,Audi,"Sprzedam lub zamienię na

Mercedes W 212 3.0 Diesel V6 4x4 automat tylko kombi

Lub CLS W 218 3.0 V6 4x4 Automat Tylko Kombi
Roczniki od 2010 w górę.

Z dopłatą z mojej strony:)

Audi A6 C6 S- Line w nadwoziu Avant
Rok 2008 wersja po liftingu 1
Silnik 2.0 TDI CR oznaczenie Silnika CAHA bezawaryjna jednostka bez wady w silniku na listwie common Rail.
Moc 170 KM
W oryginalnym lakierze
rozrząd wymieniony przy przebiegu 235 tys km
Przebieg 255000 km potwierdzony wpisami
Świeżo po serwisie filtrowo olejowym.
Nowe łożysko przód, alternator.
faktury do wglądu.
Aktualnie bez wkładu finansowego.

Garażowany

4x El szyby
Xenon
lampy dzienne led oraz tylne led
cooming home
Podswietlane klamki wewnątrz auta
Projektory drzwi
Nagłośnienie w subwooferem w bagażniku
Isofix
Blokada rodzicielska drzwi I szyb
elektryczne lusterka
podgrzewane fotele
2 strefowa klimatyzacja
6 biegowa skrzynia manualna
wielofunkcyjna kierownica 3 ramienna
slot kart SD oraz CD
domykanie szyb z kluczyka
blokada drzwi i auto ryglowanie
pełne wyposażenie koła zapasowego z lewarkiem i kluczami
elektryczny hak
przyciemnione szyby

2 komplety kól
Lato 18"",
zima 16"" ( ostatnie zdjecie)

Śruby antykradzieżowe
foto chromatyczne lusterko wsteczne
2 komplety kluczy z pilotami typu scyzoryk
dywaniki gumowe oraz mata bagażnika

OC do 10.04.2026r.
PT do 5.03..2026r.

Zapraszam na jazdę próbna oraz zgadzam się na wizytę w serwisie bądź stacji diagnostycznej.

Gratis akcesoria.

Cena do negocjacji
Wiecej info tel."
,Pozostałe KIA,2014,Diesel,SUV,217000,Biały,1700,Nieuszkodzony,Manualna,Belgia,115,Na przednie koła,po lewej,"42000
donegocjacji",Raciąż,Mazowieckie,Sprzedam KIA SPORTAGE 2014r.,Prywatne,2025-04-19 18:19:56.887589,https://www.olx.pl/d/oferta/sprzedam-kia-sportage-2014r-CID5-ID15ouS0.html,995853052,Kia,"Sprzedam KIA SPORTAGE rok 2014. Przebieg 217000 km. Silnik 1.7 CRDI. skrzynia 6 biegowa. Auto w Polsce od siedmiu lat, czyste zadbane. Stan bardzo dobry, więcej informacji pod nr. tel. 519x186x703, 505x531x013"
,Pozostałe,2017,Diesel,Hatchback,59000,Biały,440,Nieuszkodzony,Automatyczna,Holandia,4,Na przednie koła,,31999,Malbork,Pomorskie,Microcar M.go Elegant-Cichy silnik DCi-Kamera cofania-Transport Gratis,Firmowe,2025-04-19 18:19:58.441330,https://www.olx.pl/d/oferta/microcar-m-go-elegant-cichy-silnik-dci-kamera-cofania-transport-gratis-CID5-ID15463Z.html,990991135,Aixam,"Uwaga zamknięte od dnia 04.04.2025 do dnia 08-04-2025!!

! Zarejestrowany w kraju !!

Auto Bezwypadkowe !!

Serwis do końca -Sprowadzone z Holandii

Zapraszamy do nas jesteśmy na rynku od 30 lat specjalizujemy się od 10 lat pojazdami typu Microcar Aixam JDM Grecav chatenet Ligier

SKUP MICROKARÓW -SPRZEDAŻ

Auto- Handel Muzalewski Firma Rodzina z tradycją od 30lat w branży samochodowej .

UWAGA AUTO ZAREJESTROWANE W KRAJU aktualny przegląd i Ubezpieczenie

Transport gratis na terenie Polski do 300km

Witam wszystkich państwa którzy marzą o swoich 4 kółkach ale nie posiadają prawa jazdy kat B1 ,nasza firma proponuje wspaniałe wyjście lepsze od skutera ale prawnie na tej samej zasadzie autkiem można jeździć od 14 lat na AM(uprawnienia motorower skuter Quad

Firma zapoznała się dokładnie z przepisami ruchu i ustawą i GWARANTUJEMY że tym autkiem poruszać się bez Prawa jazdy kat B1 od 14 roku życia

Microcar flagowy model marki M.go XXL

Silnik bardzo ładnie pracuje niezawodne ciche Dci

Kat L6e -349kg

Rok produkcji 2017

Przed przyjazdem proszę potwierdzić wizytę .

Nie masz czasu na przyjazd do nas zamów samochód pod dom więcej informacji przez telefon .

Konkretnie odpowiem na każde pytanie na pewno na miejscu się nie rozczarujesz mówimy konkretnie o stanie auta na życzenie wysyłamy więcej foto danego modelu .
*Transport gratis dotyczy tylko wtedy kiedy cena nie ulega zmianie (bez negocjacji)

Tel ;Dział sprzedaży samochodów Rafał
609
213
561

Dział Sprzedaży części Marta
578
638
373"
VF77JBHY6HJ706997,Berlingo,2017,Diesel,Minivan,205825,Srebrny,1600,Nieuszkodzony,Manualna,Polska,102,Na przednie koła,po lewej,32000,Brzeziny,Łódzkie,Citroen Berlingo Multispace,Prywatne,2025-04-19 18:20:03.588543,https://www.olx.pl/d/oferta/citroen-berlingo-multispace-CID5-ID15hxZF.html,994196763,Citroen,"Witam

Mam do sprzedania Citroen Berlingo Multispace 1.6 BlueHdi

Wersja z Klimatyzacją i Tempomatem

Samochód sprzedaję w bardzo dobrym stanie wizualnym i bardzo dobrym stanie technicznym.

Wnętrze jest czyste i zadbane. Kierownica, deska rozdzielcza, fotele i tapicerki , boczki drzwi - są w bardzo dobrym stanie.

Auto posiada oryginalny i potwierdzony przebieg. Zakupiny w 2022 z autoryzowanego serwisu Citroen w Łodzi. Wszystkie części eksploatacyjne były wymieniane na bieżąco i na czas.

Klimatyzacja jest sprawna. Radio i komputer są sprawne.

Wymieniony olej i filtry.

Lakier 100% oryginalny.

Zapraszam osoby które zamierzają nabyć sprawny mechanicznie i technicznie samochód

Wyposażenie

- ABS

- ESP

- BDB NAGŁOŚNIENIE

- TEMPOMAT

- TAPICERKA WELUROWA

- RADIO CD/MP3

- WSPOMAGANIE KIEROWNICY

- KLIMATYZACJA

- KOMPUTER POKŁADOWY

- ODCIĘCIE ZAPŁONU

- BLOKADA SKRZYNI BIEGÓW

- 6 x AIRBAG

- ABS SYSTEM ANTYPOŚLIZGOWY

- ESP KONTROLA TRAKCJI

- CENTRALNY ZAMEK W KLUCZYKU

- LUSTERKA PODGRZEWANE+EL. REGULOWANE+EL. SKŁADANE

- IMMOBILIZER

- HALOGENY

- UCHWYTY NA NAPOJE

- 2X KLUCZYK

Samochód posiada ważne badanie techniczne oraz ważne ubezpieczenie OC.

Kupujący jest zwolniony z podatku PCC-3 w Urzędzie Skarbowym."
WF0JXXGAJJ9U48945,Fiesta,2009,Benzyna,Hatchback,246753,Czerwony,1242,Nieuszkodzony,Manualna,Polska,82,Na przednie koła,po lewej,"14900
donegocjacji",Opole,Opolskie,Fiesta 1.25B • 2009r •Wielosezon/ISOFIX//Tempomat//Czujniki parkowania,Firmowe,2025-04-19 18:20:09.135412,https://www.olx.pl/d/oferta/fiesta-1-25b-2009r-wielosezon-isofix-tempomat-czujniki-parkowania-CID5-ID15tbFH.html,996970893,Ford,"Ford Fiesta 1.25B • 2009r • Wielosezon • ISOFIX • Tempomat • Czujniki parkowania • Sprawna klima • Zdrowa

Na sprzedaż wystawiamy Forda Fiestę z 2009 roku wyposażonego w oszczędny i niezawodny silnik benzynowy o pojemności 1.25 litra oraz mocy 82 koni mechanicznych. Nasz egzemplarz to zgrabny a zarazem funkcjonalny pięciodrzwiowy hatchback dosyć fajnie wyposażony. Należy tu wymienić sprawną klimatyzację , czujniki parkowania , ISOFIX, opony wielosezonowe oraz podgrzewaną przednią szybę. Silnik, skrzynia oraz zawieszenie pracują dobrze, bez zastrzeżeń. Nadwozie jest zdrowe , trzyma kolor i nie wymaga żadnych interwencji. Wnętrze auta jest również w dobrej kondycji, tapicerka nie posiada uszkodzeń ani przetarć. Fiesta stoi na zdrowych oponach wielosezonowych.

AUTO ZAREJESTROWANE W KRAJU
Rok: 2009
Przebieg: 246753 km
Przegląd techniczny ważny do: 18.03.2026r
Ubezpieczenie OC : WAŻNE

Wyposażenie:
-ABS
-Airbag*6
-Sprawna klimatyzacja
-Opony wielosezonowe
-Czujniki parkowania tył
-Alufelgi
-Tempomat
-ISOFIX
-Podgrzewana przednia szyba
-Komputer pokładowy
-Radio CD z AUX sterowane z kierownicy
-Wspomaganie kierownicy
-Centralny zamek
-Elektrycznie sterowane szyby
-Elektrycznie sterowane lusterka
-Regulacja wysokości fotela kierowcy
-Skórzana kierownica
-Immobiliser
-Regulacja wysokości kierownicy
-Składane siedzenia

CENA 14900 zł

Auto Bazar
45-525 Opole ul. Strzelecka 53A
Godziny otwarcia:
Poniedziałek-Piątek 10-18
Sobota 10-17
Niedziela 11-14

W celu uzyskania dodatkowych informacji i sprawdzenia dostępności pojazdu zapraszamy do kontaktu telefonicznego

- Cena jest zawsze do negocjacji
- Duży wybór aut w przystępnych cenach
- Możliwość sprawdzenia auta u dowolnego mechanika/diagnosty na koszt kupującego
- Sprawdzasz auto tak długo jak chcesz (nikt nie pogania)
- Skupujemy, zamieniamy, sprzedajemy (skupujemy do 10000 zł, formalności w 5 min)
- Możliwość wstawienia auta w komis (zajmiemy się nim kompleksowo)
- Pomagamy w uzyskaniu kredytu – Dawid 66*****06
- Przyjmujemy auta w rozliczeniu (z reguły)- każdy stan, bez OC, bez PT zadzwoń i wyceń swoje auto
Z nami zawsze można dojść do porozumienia
Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl art. 66, § 1. Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia."
2FMTK4V34LBA35835,Edge,2019,Diesel,SUV,76000,Czarny,2000,Nieuszkodzony,Automatyczna,Polska,238,4x4 (dołączany automatycznie),po lewej,"120000
donegocjacji",Zabrze,Śląskie,Ford Edge Vignale,Prywatne,2025-04-19 18:20:10.680850,https://www.olx.pl/d/oferta/ford-edge-vignale-CID5-ID14IKWp.html,985904991,Ford,"Do sprzedania Ford Edge w najwyższej wersji wyposażenia Vignale.
Samochód jest z rocznika 2019. Zakupiony nowy u dealera FrankCars Częstochowa w czerwcu 2020. Posiada przedłużoną fabryczną gwarancję do maja 2025. Pierwsza rejestracja auta była w maju 2020 na FrakCars.
Auto przez cały czas serwisowane w ASO Ford. Jedynie dynamiczna wymiana oleju w skrzyni biegów wykonana poza serwisem.
Z dodatkowego wyposażenia jest demontowalna kratka oddzielająca przestrzeń bagażową od pasażerskiej, odpinany hak holowniczy, zimowe oryginalne dywaniki gumowe oraz wykupiony pakiet 100GB do wbudowanego routera WiFi do lutego 2026.
Auto przeszło jedną naprawę blacharską - porysowane tylne prawe drzwi - naprawa w ASO Ford, oraz wymieniona była przednia szyba z powodu uderzenia kamienia na trasie - wymiana także w ASO Ford.
Lakier pokryty ceramiką.
Przez cały okres użytkowania samochód garażowany."
W0L0SDL08A6043129,Corsa,2010,Benzyna,Hatchback,124000,Czarny,1229,Nieuszkodzony,Manualna,Polska,87,Na przednie koła,po lewej,"11900
donegocjacji",Inowrocław,Kujawsko-pomorskie,Opel Corsa D 2010r.,Prywatne,2025-04-19 18:20:12.176992,https://www.olx.pl/d/oferta/opel-corsa-d-2010r-CID5-ID15aY9q.html,992629016,Opel,"Witam Państwa,
Posiadam na sprzedaż autko Opel Corsa D z 2010r
.
Powodem sprzedaży jest otrzymanie auta służbowego

Wyposażenie:

-Kierownica wielofunkcyjna ze wspomaganiem
-ABS
-Klimatyzacja
-Elektryczne lusterka
-Elektryczne szyby
-Automatycznie włączane/wyłączane światła
-Centralny zamek
-Panel sterujący piano Black
-Tempomat
- 6 poduszek powietrznych
-Isofix
-Immobiliser
-Przyciemniane szyby tylne
-Skrzynia manualna 5 biegowa
-W komplecie koło zapasowe, gaśnica, apteczka, trójkąt, lewarek
Oraz opony zimowe

Auto posiadam od 4 lat, cały czas w użytku,na zewnątrz jak i wewnątrz są ślady normalnego użytkowania. Na zewnątrz drobne obcierki parkingowe i małe wgniecenie na tylnym lewym nadkolu. Auto w 100% sprawne mechanicznie i zadbane co potwierdza przegląd, jak i protokoły serwisowe. Nie wymaga wkładu własnego. Średnie realne spalanie liczone na podstawie tankowania 6,5l/100km

Data pierwszej rejestracji 30.03.2010r.

Cena podlega negocjacji

W razie pytań zapraszam do kontaktu."
,Crossline,2014,Diesel,Kombi,59000,Niebieski,400,Nieuszkodzony,Automatyczna,Francja,4,Na przednie koła,,24999,Malbork,Pomorskie,Crossline-Kubota-Kamera cofania-Transport Gratis- Serwis !!,Firmowe,2025-04-19 18:20:15.067766,https://www.olx.pl/d/oferta/crossline-kubota-kamera-cofania-transport-gratis-serwis-CID5-ID1545B8.html,990989346,Aixam,"Uwaga zamknięte od dnia 04.04.2025 do dnia 08-04-2025!!

! Zarejestrowany w kraju !!

Autko po serwisie -nowe elementy zawieszenia i hamulców oraz wymienione filtry i oleje -Gotowy do drogi !!

Zapraszamy do nas jesteśmy na rynku od 30 lat specjalizujemy się od 10 lat pojazdami typu Microcar Aixam JDM Grecav chatenet Ligier

SKUP MICROKARÓW -SPRZEDAŻ

Auto- Handel Muzalewski Firma Rodzina z tradycją od 30lat w branży samochodowej .

UWAGA AUTO ZAREJESTROWANE W KRAJU aktualny przegląd i Ubezpieczenie

Transport gratis na terenie Polski do 300km

Witam wszystkich państwa którzy marzą o swoich 4 kółkach ale nie posiadają prawa jazdy kat B1 ,nasza firma proponuje wspaniałe wyjście lepsze od skutera ale prawnie na tej samej zasadzie autkiem można jeździć od 14 lat na AM(uprawnienia motorower skuter Quad

Firma zapoznała się dokładnie z przepisami ruchu i ustawą i GWARANTUJEMY że tym autkiem poruszać się bez Prawa jazdy kat B1 od 14 roku życia

Aixam flagowy model marki Crossline XXL

Silnik bardzo ładnie pracuje niezawodna Kubota

Kat L6e -349kg

Rok produkcji 2014

Przed przyjazdem proszę potwierdzić wizytę .

Nie masz czasu na przyjazd do nas zamów samochód pod dom więcej informacji przez telefon .

Konkretnie odpowiem na każde pytanie na pewno na miejscu się nie rozczarujesz mówimy konkretnie o stanie auta na życzenie wysyłamy więcej foto danego modelu .
*Transport gratis dotyczy tylko wtedy kiedy cena nie ulega zmianie (bez negocjacji)

Tel ;Dział sprzedaży samochodów Rafał
609
213
561

Dział Sprzedaży części Marta
578
638
373
ID: 951329749"
,X1,2022,Benzyna,SUV,62000,Zielony,1499,Nieuszkodzony,Automatyczna,Polska,136,Na przednie koła,,169900,Chocznia,Małopolskie,BMW X1 2022 FVat 23% Gwarancja,Prywatne,2025-04-19 18:20:16.701479,https://www.olx.pl/d/oferta/bmw-x1-2022-fvat-23-gwarancja-CID5-ID1545O9.html,990990153,BMW,"Sprzedam BMW X1 U11, produkcja koniec 2022 roku.
Samochód serwisowany w BMW Bawaria Katowice lub możliwość cesji

W ostatnich dniach wymieniłem grilla na czarnego wg pakietu shadow.

Autko posiada wykupiony pakiet serwisowy na 5 lat lub przebieg 100000km oraz przedłużoną gwarancję na 4 lata ( do października 2026 roku)

Samochód wyposażony praktycznie na maxa, nie posiada jedynie haka. Z ważniejszego wyposażenia:
- pakiet sportowy M
- 20"" aluminiowe felgi
- Dostęp komfortowy
- adaptacyjne reflektory LED
- grzane przednie fotele i kierownica
- zestaw HiFi harman cardon
- szklany dach panorama
- Kamera 360 stopni + systemy asystujące
- Wyświetlacz Head-Up itd

Reszta wyposażenia na zdjęciu

Cena jaka mnie interesuje to: 138130zł netto 169900zł brutto"
,Qashqai+2,2012,Diesel,SUV,189000,Czarny,1600,Uszkodzony,Manualna,,,4x4 (dołączany ręcznie),,"22000
donegocjacji",Sępólno Krajeńskie,Kujawsko-pomorskie,Nissan Qashqai +2,Prywatne,2025-04-19 18:20:26.440063,https://www.olx.pl/d/oferta/nissan-qashqai-2-CID5-ID15pcxH.html,996020929,Nissan,Nissan qashqai +2 2012r 4x4. do naprawy klapa bagarznika zdeżak przód. Abs.Esp.kontrola trakcji.Podgrzewane fotele.tempomat.Szklany dach.Skóra.Kamery 360****************** 5. 1. 9.
