Numer VIN,Model,Rok produkcji,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Stan techniczny,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,Cena,Lokalizacja,Województwo,Tytuł,Rodzaj ogłoszenia,Znalezione o,Link,ID,Producent,Opis,Czy cena do negocjacji
VF1JK0AA638490553,A6,2012,Diesel,Kombi,312,Czarny,2998.0,Nieuszkodzony,Automatyczna,Niemcy,313.0,4x4 (stały),po lewej,83000.0,Gracze,Opolskie,Audi a6c7 3.0tdi bitdi quattro,Prywatne,2025-04-27 21:41:03.737183,https://www.olx.pl/d/oferta/audi-a6c7-3-0tdi-bitdi-quattro-CID5-ID15x9e3.html,997914803,Audi,"Na sprzedaż oferuję Audi A6C7 Avant 3.0 BiTDI quattro z 2013 roku. Około 20tys km temu był wymieniony rozrząd, uszczelnienie całego silnika łącznie z uszczelkami pod głowicami, zostały zrobione i sprawdzone głowice , sprawdzone zostały wtryski wymieniony alternator,egr,podstawa filtra oleju, nowe tarcze hamulcowe nawiercane i nacinane przód i tył oraz klocki , podkładki pod wtryskami wszystkie śruby i uszczelki zostały wymienione na ASO zgodnie z zaleceniami producenta, dokumentacja oraz zdjęcia z naprawy do wglądu dla zainteresowanych oraz do sprawdzenia w historii pojazdu na warsztacie Bosch serwis w Opolu w którym caly czas serwisowany był samochód. Olej oraz wszystkie filtry były zmieniane co 10tys km. Samochód nie wymaga wkładu finansowego,praktycznie wszystko zostało zrobione bez oszczędzania koszt całości wynosił około 25tys zł wszystkie części były stosowane oryginalne. Samochód jestem zmuszony sprzedać z powodu kupna mieszkania oraz coraz rzadsze użytkowanie pojazdu i robienie nim znikomych km. Samochód fantastycznie się prowadzi oraz sprawia wielką frajdę z jazdy

Rok produkcji: 2012

Przebieg: 312000

Silnik: 3.0 BiTDI Diesel

Moc: 313km

Skrzynia biegów: automatyczna Tiptronic 8 biegowa

Przednie reflektory ful LED

Aktywny wydech z 8 dźwiękami które można zmieniać guzikiem

Napęd: 4x4

Zawieszenie pneumatyczne

Kolor: czarny

Czujnik deszczu oraz zmierzchu

Automatyczne zmienianie świateł długich/krótkich

Panoramiczny dach

Elektryczna klapa bagażnika

20-calowe felgi

Czterostrefowa klimatyzacja

Podgrzewane fotele i wentylowane fotele

Grzana kanapa tylnia

Z przodu fotele z funkcją masażu z pamięcią pasażer oraz kierowca

Aktywny tempomat

Czujnik pasa ruchu line assist

System rozpoznawania znaków

Samochód sam parkuje

Kamery 360

Lusterka z czujnikiem zbliżania

Samochód sam awaryjnie hamuje jeśli auto z przodu zacznie hamować a kierowca nie zareaguje

Tuner TV (telewizja w aucie)

Elektrycznie wysuwany hak

Nagłośnienie Bose

Keyless

Samochód jest bardzo dobrze wyposażony pewnie nie wszystko zostało wypisane.

Stan techniczny:

Na karoserii znajduje się kilka małych uszkodzeń, które są widoczne na zdjęciach.

Felgi mają przetarcia.

OC ważne aktualne do lutego przyszłego roku

Z wszelkimi pytaniami zapraszam do kontaktu telefonicznego. 78*****13",False
WVWZZZ1KZBM686646,A Klasa,2004,Diesel,Hatchback,249000,Czarny,2.0,Nieuszkodzony,Manualna,Polska,118.0,Na tylne koła,po lewej,6400.0,Koszalin,Zachodniopomorskie,Mercedes klassa A 200,Prywatne,2025-04-27 21:41:51.502044,https://www.olx.pl/d/oferta/mercedes-klassa-a-200-CID5-ID15v5Ya.html,997663958,Mercedes-Benz,"Sprzedam Mercedesa 2004 r.
Stan techniczny dobry , wszystko robione na bieżąco.
Nic nie stuka ,nic nie puka
Sprzedaje bo kupiliśmy większe auto
Proszę dzwonić num tel 79*******59",True
sb1mf3je80e007247,Aygo,2015,Benzyna,Hatchback,137000,Inny kolor,1.0,Nieuszkodzony,Manualna,Belgia,124.0,Na przednie koła,po lewej,32500.0,Włocławek,Kujawsko-pomorskie,Toyota Aygo 1.0 VVT-i Sprint,Prywatne,2025-04-27 21:41:55.802509,https://www.olx.pl/d/oferta/toyota-aygo-1-0-vvt-i-sprint-CID5-ID15lGrW.html,995182579,Toyota,"Witam Sprzedam Piękna Toyotę Aygo z 2015r z przebiegiem 137000 km autko używane normalnie przez Żonę na co dzień. Auto prezentuje się bardzo ładnie na żywo.

WYPOSAŻENIE:

- ABS

- Airbag

- Bluetooth

- Czujnik ciśnienia w oponach

- Elektrycznie regulowane szyby przednie

- Felgi aluminiowe 15 cali (czarne) z ogumieniem

- Fotel kierowcy z regulacją wysokości

- Gniazdo USB i Aux-In

- Immobilizer

- Kamera cofania

- Kierownica ze sterowaniem radia

- Klimatyzacja manualna

- Kolumna kierownicy regulowana w pionie

- Komputer pokładowy

- Lusterka boczne ogrzewane

- Lusterka boczne w kolorze

- Obrotomierz

- System multimedialny Toyota X-Touch z funkcja Bluetooth i kamera cofania i AndroidAuto/ CarPlay

- Światła do jazdy dziennej typu LED

- Tylne oparcie składane, dzielone (50/50)

- Uchwyty ISOFIX do mocowania fotelika dziecięcego

- Wspomaganie układu kierowniczego",False
sb1mf3je80e007247,5,2007,Benzyna,Hatchback,184000,Szary,18.0,Nieuszkodzony,Manualna,Niemcy,100.0,Na przednie koła,po lewej,15000.0,Tczew,Pomorskie,Sprzedam mazda 5 igła,Prywatne,2025-04-27 21:42:02.618408,https://www.olx.pl/d/oferta/sprzedam-mazda-5-igla-CID5-ID15x9n4.html,997915362,Mazda,"Witam. Sprzedam mazdę 5 1.8 benzyna na łańcuchu. W aucie około miesiąc temu zostało zrobione tarcze i klocki tył, nowe świece bosch, olej i filtry, całe zawieszenie nowe amortyzatory drążki kierownicze i stabilizatora, całe stelaże wachaczy nowe, nowe opony zimowe założone w grudniu 2024. Auto 100% sprawne w stanie idealnym. Zamienię na busa",False
WAUFFRFFXF1107470,Octavia,2006,Diesel,Kombi,404,Inny kolor,1900.0,Nieuszkodzony,Manualna,Stany Zjednoczone,105.0,Na przednie koła,po lewej,4900.0,Poznań Piątkowo,Wielkopolskie,Skoda Octavia II 1.9 TDi 2006 Kombi Klima Elektryka Wspoma,Prywatne,2025-04-27 21:42:50.681480,https://www.olx.pl/d/oferta/skoda-octavia-ii-1-9-tdi-2006-kombi-klima-elektryka-wspoma-CID5-ID14wdRc.html,982679614,Skoda,"Dzień dobry!

Do zaoferowania Skoda Octavia II z 2006 roku. Wersja Kombi z silnikiem 1.9 TDI 105km z manualną skrzynią biegów.

Auto technicznie sprawne w dobrym stanie. Założone nowe opony zimowe.

Po wnętrzu widać przebieg jest trochę zmęczone użytkowaniem.

Karoseria prezentuje się jak na foto.
Progi do poprawek.

Oc 06.2025
Przegląd do zrobienia

Cena 4900

Możliwa zamiana lub przyjęcie auta w rozliczeniu także uszkodzone powypadkowe angliki oraz auta na złom.

W innych ogłoszeniach więcej samochodów.",False
WBA2E510605E06051,X-Too,2006,Diesel,Sedan,49000,Niebieski,505.0,Nieuszkodzony,Automatyczna,Belgia,4.0,Na przednie koła,po lewej,9200.0,Żagań,Lubuskie,Sprzedam Ligier XT00,Prywatne,2025-04-27 21:42:55.943103,https://www.olx.pl/d/oferta/sprzedam-ligier-xt00-CID5-ID15qv4e.html,996334310,Ligier,Witam. Sprzedam Ligiera XT00 Badanie techniczne ważne do 10.08.2025 Polisa OC ważna do 08.01.2026 więcej informacji pod telefonem,True
WAUZZZ4G1JN097655,A6,2018,Diesel,Sedan,180000,Czarny,1968.0,Nieuszkodzony,Automatyczna,Polska,1940.0,Na przednie koła,po lewej,99000.0,Tarnowskie Góry,Śląskie,Audi a6 disel 2.0 tdi c7,Prywatne,2025-04-27 21:42:57.554581,https://www.olx.pl/d/oferta/audi-a6-disel-2-0-tdi-c7-CID5-ID15zd0O.html,998406014,Audi,"Sprzedam Audi a6 c7 2018 salon polska od początku ostatnia wersja mega wyposażona pneumatyka , dociagi drzwi , skory , bose felgi 19, zima 18 , dywaniki zimą , po przeglądzie technicznym i okresowym stan b dobry możliwość sprawdzenia u diagnosty , szyberdach i dużo innych dużo by pisać używany w trasach , bezwypadkowy ślady normalnego użytkowania drobne rysy , przetarcia zadbany polecam więcej info 50*****01 bogata wersja lepiej opowiedzieć niż pisać proszę dzwonić 50*****01",True
JTHBE1D29H5031465,MC,2008,Diesel,Hatchback,23000,Zielony,523.0,Nieuszkodzony,Automatyczna,Stany Zjednoczone,4.0,Na przednie koła,po lewej,16900.0,Mielec,Podkarpackie,Microcar na prawo jazdy AM od 14 lat. Bardzo mały przebieg!!!,Prywatne,2025-04-27 21:46:18.878835,https://www.olx.pl/d/oferta/microcar-na-prawo-jazdy-am-od-14-lat-bardzo-maly-przebieg-CID5-ID15ppzv.html,996071014,Microcar,Witam mam do sprzedania Micricar MC CAMPUS. Homologacja L6E - lekki pojazd czterokołowy.Prawo Jazdy na kategorię AM. Silnik 523cm3 YANMAR. Pojazd gotowy do jazdy. Gorąco polecam Osobom zaczynającym jazdę lub osobom starszym. Microcar sprzedawany na Fakturę VAT. Więcej informacji udzielę telefonicznej 50*******52,True
KL1YF75Y9CK670202,Orlando,2012,Diesel,SUV,270000,Szary,2.0,Nieuszkodzony,Manualna,Polska,163.0,Na przednie koła,po prawej,22500.0,Czarków,Śląskie,Chevrolet Orlando 2.0 auto 7 osobowe,Prywatne,2025-04-27 21:46:46.165633,https://www.olx.pl/d/oferta/chevrolet-orlando-2-0-auto-7-osobowe-CID5-ID128r7N.html,947696399,Chevrolet,Sprzedam samochód Chevrolet Orlando 2.0 diesel jestem 1 właścicielem kupiony w lipcu w polskim salonie w 2012. Dodatkowo dołożę opony zimowe na stalowych felgach 16 cali i relingi na dach. Auto 7 osobowe,True
KL1YF75Y9CK670202,Scenic,2007,Diesel,Minivan,17478,Srebrny,2.0,Nieuszkodzony,Manualna,Polska,131.0,Na przednie koła,po lewej,4700.0,Szczytno,Warmińsko-mazurskie,Sprzedam Renault Scenic 2 Lift 2007r 5000zł do negocjacji.,Prywatne,2025-04-27 21:46:47.848824,https://www.olx.pl/d/oferta/sprzedam-renault-scenic-2-lift-2007r-5000zl-do-negocjacji-CID5-ID15n88G.html,995527346,Renault,"Witam
Sprzedam Renault Scenic 2. 1.9 D. 131 Km z 2007r.
Auto sprawne, w dobrym stanie opłaty ważne.
W razie dokładniejszych informacji, proszę dzwonić, udzielę telefonicznie.
Renault można obejrzeć w Szczytnie.",True
WAUZZZ8LZ1A035538,Passat,2005,Diesel,Sedan,350,Czarny,1900.0,Nieuszkodzony,Automatyczna,Niemcy,130.0,Na przednie koła,po lewej,4599.0,Rybnik,Śląskie,Vw Passat B5 FL / 1.9 TDI 130 KM /2005 r / Stan bdb / Automat /,Prywatne,2025-04-27 21:47:40.253050,https://www.olx.pl/d/oferta/vw-passat-b5-fl-1-9-tdi-130-km-2005-r-stan-bdb-automat-CID5-ID15ddqS.html,993164414,Volkswagen,"Witam sprzedam VW Passat 1.9 TDI 130 KM 2005r.widoczny na foto technicznie autko jezdzi super a wizualnie jak na swoje lata też wyglada ładnie nie jest poniszczony itp!!
Posiada
Wspomaganie kierownicy
Abs
Komputer
Radio
Centralny zamek
Elektryczne lusterka
Elektryczne szyby
Klimatyzacja
Esp
Itp
Polecam autko tanie miejskie i ekonomiczne w dobrych pieniążkach Pozdrawiam!!",True
WBA47110006838892,Seria 5,1977,Benzyna,Sedan,313525,Biały,2000.0,Uszkodzony,Manualna,Niemcy,120.0,Na tylne koła,po lewej,7000.0,Linia,Pomorskie,BMW e12 520i 6 skrzynia,Prywatne,2025-04-27 21:47:52.026996,https://www.olx.pl/d/oferta/bmw-e12-520i-6-skrzynia-CID5-ID15qipi.html,996281800,BMW,Witam wszystkich mam do zaoferowania klasyka jakim jest bmw e 12 z 1977 r wiadomo do remontu auto odpala jeździ mam troszkę nowych części i nie tylko zainteresowanych proszę dzwonić nie odpowiadam na SMS z braku czasu na wszelkie pytania odpowiem telefonicznie bmw ma dokumenty niemieckie a więc można zarejestrować na białe blachy,True
WVWZZZ15ZKK019840,Golf,1989,Benzyna,Kabriolet,113000,Czerwony,1760.0,Nieuszkodzony,Manualna,Niemcy,95.0,Na przednie koła,po lewej,34900.0,Stobierna,Podkarpackie,Vw golf mk1 cabrio,Prywatne,2025-04-27 21:48:05.836432,https://www.olx.pl/d/oferta/vw-golf-mk1-cabrio-CID5-ID15cuNZ.html,992992867,Volkswagen,"Volkswagen Golf mk1 Cabrio 1.8 z 1989 roku zarejestrowany na zabytek.
Środek w bardzo ładnym stanie.
Bez korozji. Zapraszam do kontaktu.
66*****04",True
SB1ED76L30E113131,ML Klasa,2005,Diesel,SUV,123,Czarny,3000.0,Nieuszkodzony,Automatyczna,Inny,225.0,4x4 (stały),po lewej,10000.0,Olsztyn,Warmińsko-mazurskie,Mercedes w164 320cdi ML po kolizji w całości lub na części/ zamiana,Prywatne,2025-04-27 21:48:25.830874,https://www.olx.pl/d/oferta/mercedes-w164-320cdi-ml-po-kolizji-w-calosci-lub-na-czesci-zamiana-CID5-ID15yAYA.html,998259804,Mercedes-Benz,"Witam sprzedam Mercedes ML w164 320cdi 4 matic
Zwykłe Zawieszenie
3.0 225km
Auto po kolizji
Więcej informacji telefoniczne
Możliwa zamiana na busa
Sprinter, Lt, Crafter, Master , Ducato",False
SALFA28B59H130498,Passat,2011,Diesel,Kombi,310,Srebrny,1.0,Nieuszkodzony,Manualna,Holandia,140.0,Na przednie koła,po lewej,28900.0,Kiełpiny,Wielkopolskie,Sprzedam VW Passat B7,Prywatne,2025-04-27 21:52:31.299300,https://www.olx.pl/d/oferta/sprzedam-vw-passat-b7-CID5-ID15vhLp.html,997709295,Volkswagen,Sprzedam Passata B7 w bardzo dobrym stanie.Wiecej informacji udzielę telefonicznie.,True
WF0SXXGBWS7C12500,S-Max,2007,Diesel,Minivan,330,Niebieski,2000.0,Nieuszkodzony,Manualna,Niemcy,140.0,Na przednie koła,po lewej,11500.0,Ełk,Warmińsko-mazurskie,Ford S-Max 2007 2.0Tdci,Prywatne,2025-04-27 21:53:04.600411,https://www.olx.pl/d/oferta/ford-s-max-2007-2-0tdci-CID5-ID14PY5Z.html,987623915,Ford,"Witam, sprzedam 7 osobowego Forda S-Maxa z 2007 roku, z przebiegiem 330tys km, z najlepszym silnikiem 2.0Tdci 140km, mega żwawy jak na tą budę, stan wizualny i mechaniczny uważam na dobry z plusem, w ostatnim czasie mocno doinwestowany. Przegląd do 06.07.2025, OC 30.03.2026r (na 2 raty, opłacona pierwsza rata do 31.08.2025r.)

Auto od 2018 roku w jednych rękach (pierwszy właściciel w kraju), ford w ostatnim czasie jak już wspomniałem mocno doinwestowany - w 2024 roku, sprawdzenie zawieszenia i wymiana wymagających tego elementów, odgrzybienie i napełnienie klimatyzacji, wymiana sprzęgła, regeneracja turbiny. W lutym 2025 postawiony do blacharza, wymienione progi, usunięcie pojawiającej się rdzy z nadkoli, konserwacja podwozia razem z nadkolami (patrz zdjęcia) oraz wymiana EGR na nowy. Ford zabezpieczony posłuży drugie tyle, nie jest to nowe auto posiada normalne ślady użytkowania takie jak rysy czy przetarty w rogu fotel kierowcy. Dla nowego właściciela zostało wymienić olej filtry oraz rozrząd. Auto stoi na zimowych oponach Nokian w bdb stanie, brak letnich bo się do niczego już nie nadają. Więcej informacji pod numerem telefonu lub w wiadomości na OLX.
Podaje dane do sprawdzenia historii:
Nr Rej: BSE89JE
Vin: WF0SXXGBWS7C12500
Data 1 rej. 26.02.2007",True
WBA3E11040F464132,Pajero,1992,Diesel,Terenowy,3,Niebieski,2500.0,Nieuszkodzony,Manualna,Polska,220.0,Na tylne koła,po lewej,25500.0,Toruń,Kujawsko-pomorskie,"Mitsubishi Pajero II 2,5 TD",Prywatne,2025-04-27 21:53:10.567923,https://www.olx.pl/d/oferta/mitsubishi-pajero-ii-2-5-td-CID5-ID10UKEE.html,929658544,Mitsubishi,"Mitsubishi Pajero z silnikiem 2,5 TD. Auto w super stanie co widać na zdjęciach. Skrzynia manualna, reduktor i napędy w bardzo dobrym stanie. Silnik pracuje równo, jest bardzo żwawy. Pali od strzała. W ostatnim czasie wymienione przewody hamulcowe, akumulator i wyekspolatowane elementy zawieszenia. Rama dzwon (posiada vin), bez dziur wżerów itp. Nigdy nie był użytkowany w terenie, w rajdach typu off-road itp. Nie jest porysowany, pogięty. Środek bardzo zadbany, niezniszczony, używany przez osobę niepalącą. Posiada hak, centralny zamek. Aktualne ubezpieczenie i przegląd. Egzemplarz przez ostatnie lata mocno doinwestowany. Sprzedawany przez osobę prywatną. Wiecej informacji pod nr telefonu: 6.6.1-9.0.6-1.0.0",True
VF7RERHRJ76747185,C5,2006,Diesel,Kombi,360,Brązowy – Beżowy,1997.0,Nieuszkodzony,Automatyczna,Francja,235.0,Na przednie koła,po lewej,6900.0,Wrocław Stare Miasto,Dolnośląskie,Citroen C5 2006rok,Prywatne,2025-04-27 21:53:21.944886,https://www.olx.pl/d/oferta/citroen-c5-2006rok-CID5-ID15zlU5.html,998440193,Citroen,"Mam na spredaz Citroena C5 z najlepszym i ekonomicznym silnikiem 2.0 HDI. Auto w ciaglej eksploatacji. Na bierzaco serwisowane. Aktualny przeglad techniczny do 17.08.2025 i OC do 11.09.2025. Nie wymaga wkladu finansowego. Wersja Excclusive, czyli bardzo bogato wyposazony: xenon skretny,hydropneumatyczne zawieszenie,elektryczne lusterka, elektryczne i podgrzewane fotele, czujniki parkowania przod i tyl, tempomat, alufelgi. W razie pytan zapraszam do konraktu telefonicznego.",True
JN1BDAV37UØ241953,Q50,2017,Diesel,Sedan,208,Czarny,2200.0,Nieuszkodzony,Automatyczna,Francja,180.0,Na tylne koła,po lewej,53900.0,Warszawa Targówek,Mazowieckie,Infiniti q50 2017r,Prywatne,2025-04-27 21:53:43.079102,https://www.olx.pl/d/oferta/infiniti-q50-2017r-CID5-ID15As9E.html,998702550,Infiniti,"Infiniti Q50, 2.2D, 2017 rok
Przegląd ważny do 11.2025
Ubezpieczenie ważne do 11.2025
Pod koniec października 2024 roku był wymieniony kompletny rozrząd, wymienione wszystkie filtry i oleje, wymieniony olej w skrzyni biegów.
Samochód w bardzo dobrym stanie technicznym i wizualnym. Siedzenia skórzane nie powycierane, w samochodzie nigdy nie palono.
Bardzo dynamiczny silnik 2.2 diesel. Spalanie w miescie ok 6,8 l/100km, w trasie ok 5,5 l/100 km.
2 kluczyki, opony zimowe.
Możliwość obejrzejrzenia i sprawdzenia Warszawa Białołęka - blisko Marek.",False
JN1BDAV37UØ241953,X-Trail,2009,Diesel,SUV,297,Srebrny,2000.0,Nieuszkodzony,Automatyczna,Niemcy,150.0,4x4 (dołączany ręcznie),po lewej,13400.0,Kamienna Góra,Dolnośląskie,Nissan X-trail 2009r! 4x4! Automat! 2.0DCI!,Prywatne,2025-04-27 21:53:47.089894,https://www.olx.pl/d/oferta/nissan-x-trail-2009r-4x4-automat-2-0dci-CID5-ID15k5AW.html,994802581,Nissan,"Witam. Sprzedam świeżo sprowadzonego z Niemiec Nissana X-traila z 2009r. Auto z silnikiem 2.0DCI o mocy 150ps oraz automatyczną skrzynią biegów! Samochód wizualnie jak na foto do felikatych poprawek! Technicznie ok! Silnik oraz skrzynia pracuje perfekcyjnie! Napędy sprawne! Na wyposażeniu posiada:
*climatronic
*elektryczne lusterka
*elektryczne szyby
*radio CD
*alufelgi
*halogeny
*hak
*naped na 4koła
*kierownica wielofunkcyjna
*tempomat
Do samochodu posiadam kompletna dokumentację oraz komplet kluczy! Zapraszam do zakupu oraz na jazdę próbną!",False
VF12R031A60363043,C4,2016,Benzyna,Hatchback,129,Szary,1197.0,Uszkodzony,Manualna,Francja,120.0,Na przednie koła,po lewej,16900.0,Przeźmierowo,Wielkopolskie,Citroen c4 1.2 benzyna 120 km,Prywatne,2025-04-27 21:53:53.975834,https://www.olx.pl/d/oferta/citroen-c4-1-2-benzyna-120-km-CID5-ID15yvRa.html,998243968,Citroen,"Na sprzedaż
Citroen c4 2016 r
Przebieg 129 tys
1.2 benzyna 120 km
Uszkodzony jak na zdjęciach
Sprowadzony z Francji",True
WAUZZZ8K5AA168832,Polo,1974,Benzyna,Hatchback,310000,Niebieski,1400.0,Nieuszkodzony,Manualna,Niemcy,120.0,Na przednie koła,po lewej,3300.0,Chocznia,Małopolskie,Samochod osobowy,Prywatne,2025-04-27 21:54:14.285098,https://www.olx.pl/d/oferta/samochod-osobowy-CID5-ID151BWI.html,990398646,Volkswagen,"Autko od 7 lat u mnie ,naprawy na bieżąco, dwa lata temu remont silnika na oryginalnych częściach skrzynia po regeneracji ,zrobiona blacharka siedzenia wymienione na wygodniejsze i założony centralny zamek ,mało pali pomylony rocznik samochodu 1997,komplet opon zimowych na felgach",False
W0L0AHL3552179073,Astra,2005,Diesel,Hatchback,290,Czarny,1686.0,Nieuszkodzony,Manualna,Niemcy,101.0,Na przednie koła,po lewej,5300.0,Wrocław Fabryczna,Dolnośląskie,"Zadbana Astra H 1.7 CDTI – Nowe hamulce, rozrząd, klima!",Prywatne,2025-04-27 21:54:18.972867,https://www.olx.pl/d/oferta/zadbana-astra-h-1-7-cdti-nowe-hamulce-rozrzad-klima-CID5-ID15wQai.html,997603206,Opel,"Opel Astra H 1.7 CDTI 2005 – ekonomiczny, po wymianie rozrządu i hamulców

Sprzedam Opel Astra H z niezawodnym silnikiem 1.7 CDTI o mocy [101 KM].
Auto z 2005 roku, w bardzo dobrym stanie technicznym, gotowe do jazdy. Regularnie serwisowane, oszczędne w spalaniu i tanie w eksploatacji.

Dane techniczne:
• Rok produkcji: 2005
• Silnik: 1.7 CDTI Diesel
• Moc: [101 KM]
• Przebieg: 290 000 km
• Skrzynia biegów: manualna
• Spalanie: ok. 5l/100 km

Wyposażenie:
• Klimatyzacja
• Elektryczne szyby
• Elektryczne lusterka
• Centralny zamek
• Radio/CD
• ABS, ESP
• Poduszki powietrzne
• Wspomaganie kierownicy
• Komputer pokładowy

Stan techniczny:
Auto w pełni sprawne, silnik pracuje równo i bez problemów.
Rozrząd wymieniony przy 260 000km.
Zawieszenie w porządku, nic nie stuka.
Na bieżąco wymieniane oleje i filtry.
OC i przegląd ważne.

Możliwość sprawdzenia auta na dowolnej stacji diagnostycznej.
Cena do rozsądnej negocjacji.

Zapraszam do kontaktu i na jazdę próbną!",True
,Passat,1983,Diesel,Hatchback,260000,Niebieski,1600.0,Uszkodzony,Manualna,Niemcy,143.0,Na przednie koła,po lewej,2600.0,Biórków Mały,Małopolskie,Volksvagen passat b2,Prywatne,2025-04-27 21:54:29.861555,https://www.olx.pl/d/oferta/volksvagen-passat-b2-CID5-ID14eOYG.html,978770730,Volkswagen,"Witam
Do sprzedania Passa b2
Samochód kupiony od właściciela który jeździł nim od 83r. Blacharka częściowo zrobina a po części do ogarnięcia, Samochód zarejestrowany i opłacony. Brak czasu aby go skończyć. Wszystkie części do samochodu są. Możliwy transport pod dom. Zapraszam zainteresowane osoby do kontaktu.",False
VWGZZZ7LZ9D003762,Seria 1,2006,Diesel,Hatchback,332,Srebrny,1995.0,Nieuszkodzony,Manualna,Kanada,122.0,4x4 (dołączany automatycznie),po lewej,3000.0,Nowy Sącz,Małopolskie,PIĘKNA ! Zamiana na Większe-PIĘKNA 100 % dojazdy,Prywatne,2025-04-27 21:54:41.046159,https://www.olx.pl/d/oferta/piekna-zamiana-na-wieksze-piekna-100-dojazdy-CID5-ID15z246.html,998363934,BMW,"BMW 1 Z Najlepszym silnikiem rozrząd z przodu Łańcuch.100 % dojazdy niewymaga wkładu finansowego wsiadasz i jezdzisz bez dokładania.Po wymianie oleju i wszystkich filtrów.UWAGA ! SERWIS ROBIONY BYŁ NA CZAS
Zawieszenie hamulce Wszystko to co trzeba !Wiecej informacji udzielę
telefonicznie",False
WBA3A51090FT74F30,XE,2016,Diesel,Sedan,80,Biały,2000.0,Uszkodzony,Automatyczna,Wielka Brytania,110.0,Na przednie koła,po prawej,22000.0,Kłobuck,Śląskie,Jaguar XE R-Sport 2.0D -204DTD - Anglik,Prywatne,2025-04-27 21:57:53.919212,https://www.olx.pl/d/oferta/jaguar-xe-r-sport-2-0d-204dtd-anglik-CID5-ID15e1CE.html,993357344,Jaguar,Jaguar XE R-Sport 2.0D -204DTD - auto nie nadaje sie do jazdy z powodu uszkodzen -odbiór laweta,False
WMWZD31030WK51875,Camaro,2016,Benzyna,Coupe,114000,Czarny,3.0,Nieuszkodzony,Automatyczna,Niemcy,380.0,Na tylne koła,po lewej,116000.0,Kępno,Wielkopolskie,Chevrolet Camaro,Prywatne,2025-04-27 21:58:22.664890,https://www.olx.pl/d/oferta/chevrolet-camaro-CID5-ID15AADY.html,998735182,Chevrolet,"Sprzedam Chevrolet Camaro Redline RS 3.6 V6 | Full Opcja

Na sprzedaż oferuję Chevrolet Camaro w limitowanej edycji Redline, z dynamicznym silnikiem 3.6 V6 i bogatym wyposażeniem. Auto w stanie bardzo dobrym, zadbane, użytkowane prywatnie, garażowane.

Przebieg: 114000
Skrzynia biegów: Automatyczna
Napęd: Na tylne koła
Kolor: Czarny z czerwonymi akcentami Redline]

Wyposażenie (Full Opcja):
• Pakiet Redline (sportowe akcenty stylistyczne, czarne felgi z czerwonymi elementami, specjalne oznaczenia)
• Tapicerka skórzana
• Fotele podgrzewane i wentylowane
• Elektrycznie regulowane fotele
• System multimedialny z dużym ekranem dotykowym
• Apple CarPlay / Android Auto
• Kamera cofania
• Czujniki parkowania przód/tył
• System bezkluczykowy (Keyless Go)
• Nagłośnienie premium
• Automatyczna klimatyzacja dwustrefowa
• Tempomat
• Asystent pasa ruchu
• System monitorowania martwego pola
• Oświetlenie ambientowe wnętrza
• Sportowy tryb jazdy i tryb śnieg/lód
• aktywny wydech
• i wiele innych!

Wszystkie serwisy wykonywane na bieżąco. Posiadam pełną dokumentację oraz dwa komplety kluczyków.
Więcej informacji udzielę pod nr tel. 78*****05",False
